post_timestamp,post_title,post_content,Lap_Label,LapNumber
2024-05-19 22:15:18,프랙티스 끝나고 요스한테 위협당한 막스는 개추 ㅋㅋㅋ,,9,9.0
2024-05-19 22:15:19,벌써 인피트네,"왜케 빠르냐 ㄷ
- dc official App",9,9.0
2024-05-19 22:15:24,가슬리 소프트 핏인,ㅇ,9,9.0
2024-05-19 22:15:26,머리위에 뜨는거 개신기하네,화면도 자꾸 움직이는데 어떻게 저렇게 딱 따라가냐,9,9.0
2024-05-19 22:15:27,가슬리도 피트 간거 보면 소프트 ㅈㄴ 갈리나보네,뭐한거냐 ㅋㅋㅋㅋㅋㅋ,9,9.0
2024-05-19 22:15:31,진짜 서킷 개좆같네,당장 캘린더 빼라 ㅅㅂ,9,9.0
2024-05-19 22:15:32,이제 딴짓하다가 캐스터 좀 시끄러워지면 다시 오면 되는거지?,겜한판해야겠다,9,9.0
2024-05-19 22:15:34,리어윙 진짜 멋없네,- dc official App,9,9.0
2024-05-19 22:15:38,벌써 들어가는 타이밍임?,하드로 끝까지 되나,9,9.0
2024-05-19 22:15:40,병신은 이제 딸깍도 못하네,유키한테 자리줘라 그냥,9,9.0
2024-05-19 22:15:54,어제 누리스가 폴 땄어야 했는데,개아깝네,9,9.0
2024-05-19 22:15:54,노리스 갭 잠깐 안 보면 벌어져있노,씹ㅋㅋ,9,9.0
2024-05-19 22:15:58,이거 투스탑 나오려나 하드로 55랩 안될거같은데,음,9,9.0
2024-05-19 22:16:00,자우버 핏스탑 빨랐다 ㅋㅋㅋ,"아싸뵹
- dc official App",9,9.0
2024-05-19 22:16:00,조용히 멸망중인 알국왕,,9,9.0
2024-05-19 22:16:01,알본 망??,,9,9.0
2024-05-19 22:16:07,또 너야 윌리엄스?,,9,9.0
2024-05-19 22:16:09,레이스 끝났노,"막스우승 ㅈㅈ
- dc official App",9,9.0
2024-05-19 22:16:12,??,,10,10.0
